web-scraper-order,web-scraper-start-url,link,link-href,dataset_availability,dataset_provider,dataset_provider-href,tags,description
"1573167155-336","https://developers.google.com/earth-engine/datasets/catalog","GPWv411: National Identifier Grid (Gridded Population of the World Version 4.11)","https://developers.google.com/earth-engine/datasets/catalog/CIESIN_GPWv411_GPW_National_Identifier_Grid","2000-01-01T00:00:00 - 2020-01-01T00:00:00","CIESIN","http://sedac.ciesin.columbia.edu/data/collection/gpw-v4","population
    
      ciesin
    
      gpw","The Gridded Population of World Version 4 (GPWv4), Revision 11 models the distribution
of global human population for the years 2000, 2005, 2010, 2015, and 2020
on 30 arc-second (approximately 1km) grid cells. Population is distributed
to cells using proportional allocation of population from census and
administrative units. Population input data are collected at the most
detailed spatial resolution available from the results of the 2010 round of
censuses, which occurred between 2005 and 2014. The input data are
extrapolated to produce population estimates for each modeled year."
"1573166906-215","https://developers.google.com/earth-engine/datasets/catalog","USGS Landsat 5 Surface Reflectance Tier 2","https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT05_C01_T2_SR","null","USGS","https://landsat.usgs.gov/landsat-surface-reflectance-high-level-data-products","global
    
      sr
    
      reflectance
    
      ledaps
    
      cloud
    
      fmask
    
      cfmask
    
      lt05
    
      landsat
    
      usgs","This dataset is the atmospherically
corrected surface reflectance from  the Landsat 5 ETM sensor.
These images contain 4 visible and near-infrared (VNIR) bands and 2 short-wave
infrared (SWIR) bands processed to orthorectified surface reflectance,
and one thermal infrared (TIR) band processed to orthorectified brightness
temperature.  The VNIR and SWIR bands have a resolution of 30m / pixel.
The TIR band, while originally collected with a resolution of 120m / pixel
(60m / pixel for Landsat 7) has been resampled using cubic convolution to 30m."
"1573165977-62","https://developers.google.com/earth-engine/datasets/catalog","CHIRPS Pentad: Climate Hazards Group InfraRed Precipitation with Station Data (version 2.0 final)","https://developers.google.com/earth-engine/datasets/catalog/UCSB-CHG_CHIRPS_PENTAD","1981-01-01T00:00:00 - Present","UCSB/CHG","https://chc.ucsb.edu/data/chirps","precipitation
    
      climate
    
      weather
    
      geophysical
    
      ucsb
    
      chg","Climate Hazards Group InfraRed Precipitation with Station data (CHIRPS)
is a 30+ year quasi-global rainfall dataset. CHIRPS incorporates
0.05° resolution satellite imagery with in-situ station data
to create gridded rainfall time series for trend analysis and seasonal
drought monitoring."
"1573166889-207","https://developers.google.com/earth-engine/datasets/catalog","MCD43A3.006 MODIS Albedo Daily 500m","https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MCD43A3","2000-02-18T00:00:00 - Present","NASA LP DAAC at the USGS EROS Center","https://doi.org/10.5067/MODIS/MCD43A3.006","albedo
    
      white-sky
    
      black-sky
    
      modis
    
      mcd43a3
    
      daily
    
      global
    
      usgs
    
      nasa","The MCD43A3 V6 Albedo Model dataset is a daily 16-day product. It provides both directional hemispherical reflectance (black sky albedo) and bihemispherical reflectance (white sky albedo) for each of the MODIS surface reflectance bands (band 1 through band 7) as well as 3 broad spectrum bands (visible, near infrared, and shortwave).  Each 500m/pixel daily image is generated using 16 days of data, centered on the given day.  A quality band is also provided for each of the 10 albedo bands."
"1573166951-237","https://developers.google.com/earth-engine/datasets/catalog","USGS Landsat 7 Surface Reflectance Tier 2","https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C01_T2_SR","null","USGS","https://landsat.usgs.gov/landsat-surface-reflectance-high-level-data-products","global
    
      sr
    
      reflectance
    
      ledaps
    
      cloud
    
      fmask
    
      cfmask
    
      le07
    
      landsat
    
      usgs","This dataset is the atmospherically
corrected surface reflectance from  the Landsat 7 ETM+ sensor.
These images contain 4 visible and near-infrared (VNIR) bands and 2 short-wave
infrared (SWIR) bands processed to orthorectified surface reflectance,
and one thermal infrared (TIR) band processed to orthorectified brightness
temperature.  The VNIR and SWIR bands have a resolution of 30m / pixel.
The TIR band, while originally collected with a resolution of 120m / pixel
(60m / pixel for Landsat 7) has been resampled using cubic convolution to 30m."
"1573167125-321","https://developers.google.com/earth-engine/datasets/catalog","Sentinel-5P NRTI HCHO: Near Real-Time Formaldehyde","https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_NRTI_L3_HCHO","2018-10-02T07:58:03 - Present","European Union/ESA/Copernicus","https://sentinel.esa.int/web/sentinel/user-guides/sentinel-5p-tropomi","tropomi
    
      hcho
    
      formaldehyde
    
      pollution
    
      air-quality
    
      eu
    
      esa
    
      copernicus
    
      sentinel
    
      s5p
    
      bira
    
      dlr","Sentinel-5 Precursor is a satellite launched on 13 October 2017
by the European Space Agency to monitor air pollution.  The onboard sensor
is frequently referred to as Tropomi (TROPOspheric Monitoring Instrument)."
"1573167071-295","https://developers.google.com/earth-engine/datasets/catalog","US NED Physiographic Diversity","https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_US_physioDiversity","2006-01-24T00:00:00 - 2011-05-13T00:00:00","Conservation Science Partners","http://www.csp-inc.org/","landforms
    
      elevation
    
      slope
    
      aspect
    
      geophysical
    
      topography
    
      us
    
      csp
    
      ergo","The Physiographic Diversity dataset provides an index of the diversity of
physiographic types. It was calculated using the Shannon diversity index at
multiple-scales (km): 115.8, 89.9, 35.5, 13.1, 5.6, 2.8, and 1.2. It is
based on the USGS's 10m NED DEM (available in EE as USGS/NED)."
"1573167122-320","https://developers.google.com/earth-engine/datasets/catalog","Sentinel-5P NRTI NO2: Near Real-Time Nitrogen Dioxide","https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_NRTI_L3_NO2","2018-07-10T10:05:44 - Present","European Union/ESA/Copernicus","https://sentinel.esa.int/web/sentinel/user-guides/sentinel-5p-tropomi","tropomi
    
      no2
    
      nitrogen-dioxide
    
      pollution
    
      air-quality
    
      eu
    
      esa
    
      copernicus
    
      sentinel
    
      s5p
    
      knmi","Sentinel-5 Precursor is a satellite launched on 13 October 2017
by the European Space Agency to monitor air pollution.  The onboard sensor
is frequently referred to as Tropomi (TROPOspheric Monitoring Instrument)."
"1573167106-312","https://developers.google.com/earth-engine/datasets/catalog","Sentinel-5P OFFL NO2: Offline Nitrogen Dioxide","https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_OFFL_L3_NO2","2018-06-28T10:24:07 - Present","European Union/ESA/Copernicus","https://sentinel.esa.int/web/sentinel/user-guides/sentinel-5p-tropomi","tropomi
    
      no2
    
      nitrogen-dioxide
    
      pollution
    
      air-quality
    
      eu
    
      esa
    
      copernicus
    
      sentinel
    
      s5p
    
      knmi","Sentinel-5 Precursor is a satellite launched on 13 October 2017
by the European Space Agency to monitor air pollution.  The onboard sensor
is frequently referred to as Tropomi (TROPOspheric Monitoring Instrument)."
"1573165932-45","https://developers.google.com/earth-engine/datasets/catalog","LSIB: Large Scale International Boundary Polygons, Detailed","https://developers.google.com/earth-engine/datasets/catalog/USDOS_LSIB_2013","2013-03-08T00:00:00 - 2013-03-08T00:00:00","United States Department of State, Office of the Geographer","http://geonode.state.gov/","boundaries
    
      borders
    
      countries
    
      political
    
      dos
    
      usdos","The United States Office of the Geographer provides the Large Scale International Boundary (LSIB) dataset. It is derived from two other datasets: a LSIB line vector file and the World Vector Shorelines (WVS) from the National Geospatial-Intelligence Agency (NGA). The interior boundaries reflect U.S. government policies on boundaries, boundary disputes, and sovereignty. The exterior boundaries are derived from the WVS; however, the WVS coastline data is outdated and generally shifted from between several hundred meters to over a kilometer. Each feature is the polygonal area enclosed by interior boundaries and exterior coastlines where applicable, and many countries consist of multiple features, one per disjoint region. Each of the 180,741 features is a part of the geometry of one of the 284 countries described in this dataset."
"1573165945-51","https://developers.google.com/earth-engine/datasets/catalog","MODIS Net Primary Production CONUS","https://developers.google.com/earth-engine/datasets/catalog/UMT_NTSG_v2_MODIS_NPP","2001-01-01T00:00:00 - Present","University of Montana Numerical Terradynamic Simulation Group (NTSG)","http://www.ntsg.umt.edu/project/landsat/landsat-productivity.php","productivity
    
      production
    
      photosynthesis
    
      npp
    
      gridmet-derived
    
      nlcd-derived
    
      mod17
    
      conus
    
      modis
    
      mod09q1
    
      yearly","The MODIS Net Primary Production (NPP) CONUS dataset estimates NPP using
MODIS Surface Reflectance for CONUS. NPP is the amount of
carbon captured by plants in an ecosystem, after accounting for losses due to
respiration. NPP is calculated using the MOD17 algorithm (see MOD17 User
Guide) with
MODIS Surface Reflectance, gridMET, and the National Land Cover Database."
"1573166414-121","https://developers.google.com/earth-engine/datasets/catalog","DMSP OLS: Nighttime Lights Time Series Version 4, Defense Meteorological Program Operational Linescan System","https://developers.google.com/earth-engine/datasets/catalog/NOAA_DMSP-OLS_NIGHTTIME_LIGHTS","1992-01-01T00:00:00 - 2014-01-01T00:00:00","NOAA","http://ngdc.noaa.gov/eog/dmsp/downloadV4composites.html","nighttime
    
      visible
    
      lights
    
      imagery
    
      noaa
    
      dmsp
    
      ols
    
      yearly","The Defense Meteorological Program (DMSP) Operational Line-Scan System
(OLS) has a unique capability to detect visible and near-infrared (VNIR)
emission sources at night."
"1573166244-99","https://developers.google.com/earth-engine/datasets/catalog","OpenLandMap Long-term Land Surface Temperature daytime monthly median","https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_CLM_CLM_LST_MOD11A2-DAY_M_v01","2000-01-01T00:00:00 - 2018-01-01T00:00:00","EnvirometriX Ltd","https://doi.org/10.5281/zenodo.1420114","lst
    
      monthly
    
      modis
    
      mod11a2
    
      envirometrix
    
      openlandmap
    
      opengeohub","Land Surface Temperature daytime monthly mean value 2000-2017."
"1573166029-68","https://developers.google.com/earth-engine/datasets/catalog","TIGER: US Census Counties 2018","https://developers.google.com/earth-engine/datasets/catalog/TIGER_2018_Counties","2018-01-01T00:00:00 - 2019-01-01T00:00:00","United States Census Bureau","https://www.census.gov/geo/maps-data/data/tiger-data.html","us
    
      counties
    
      county
    
      census
    
      tiger","The United States Census Bureau TIGER dataset contains the 2018 boundaries
for primary legal divisions of US states.  In most states, these entities
are termed ""counties"". In Louisiana, these divisions are known as
""parishes""."
"1573166898-211","https://developers.google.com/earth-engine/datasets/catalog","MCD12Q2.006 Land Cover Dynamics Yearly Global 500m","https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MCD12Q2","null","NASA LP DAAC at the USGS EROS Center","https://lpdaac.usgs.gov/products/mcd12q2v006/","evi
    
      onset-greenness
    
      phenology
    
      modis
    
      mcd12q2
    
      yearly
    
      global
    
      usgs","The MCD12Q2 V6 Land Cover Dynamics product (informally called the MODIS Global Vegetation Phenology product) provides estimates of the timing of vegetation phenology at global scales. Additionally, it provides information related to the range and summation of the enhanced vegetation index (EVI) computed from MODIS surface reflectance data at each pixel. It identifies the onset of greenness, greenup midpoint, maturity, peak greenness, senescence, greendown midpoint, dormancy, EVI2 minimum, EVI2 amplitude, integrated EVI2 over a vegetation cycle, as well as overall and phenology metric-specific quality information.
The MCD12Q2 Version 6 data product is derived from time series of the 2-band Enhanced Vegetation Index (EVI2) calculated from MODIS Nadir Bidirectional Reflectance Distribution Function (BRDF)-Adjusted Reflectance (NBAR). Vegetation phenology metrics are identified for up to two detected growing cycles per year. For pixels with more than two valid vegetation cycles, the data represent the two cycles with the largest NBAR-EVI2 amplitudes."
"1573166843-185","https://developers.google.com/earth-engine/datasets/catalog","MYD08_M3.006 Aqua Atmosphere Monthly Global Product","https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MYD08_M3","2000-03-01T00:00:00 - Present","NASA GSFC","https://modis-atmos.gsfc.nasa.gov/products/monthly","atmosphere
    
      temperature
    
      geophysical
    
      modis
    
      mod08
    
      myd08-m3
    
      monthly
    
      global
    
      aqua
    
      usgs
    
      nasa","MYD08_M3 V6 is an atmosphere global product that contains monthly 1 x 1 degree grid average values of atmospheric parameters. These parameters are related to atmospheric aerosol particle properties, total ozone burden, atmospheric water vapor, cloud optical and physical properties, and atmospheric stability indices. The product also provides means, standard deviations, QA weighted statistics, log-normal distributions, uncertainty estimates, and statistics for fractions of pixels that satisfy some condition. Below is a subset of the bands, for a complete list see the MOD08 Band List."
"1573167017-269","https://developers.google.com/earth-engine/datasets/catalog","ALOS/AVNIR-2 ORI","https://developers.google.com/earth-engine/datasets/catalog/JAXA_ALOS_AVNIR-2_ORI","2006-04-26 - 2011-04-18","JAXA Earth Observation Research Center","http://www.eorc.jaxa.jp/ALOS/en/alos-ori/","visible
    
      orthorectified
    
      alos
    
      avnir-2
    
      jaxa
    
      eorc","This dataset is contains orthorectified imagery from
the Advanced Visible and Near Infrared Radiometer type 2 (AVNIR-2)
sensor on-board the Advanced Land Observing Satellite (ALOS) ""DAICHI""."
"1573167178-347","https://developers.google.com/earth-engine/datasets/catalog","AHN Netherlands 0.5m DEM, Raw Samples","https://developers.google.com/earth-engine/datasets/catalog/AHN_AHN2_05M_RUW","2012-01-01T00:00:00 - 2012-01-01T00:00:00","AHN","http://www.ahn.nl/index.html","lidar
    
      elevation
    
      netherlands
    
      dem
    
      geophysical
    
      ahn","The AHN DEM is a 0.5m DEM covering the Netherlands. It was generated from LIDAR data taken in the spring between 2007 and 2012."
"1573166972-247","https://developers.google.com/earth-engine/datasets/catalog","USGS Landsat 8 Collection 1 Tier 1 TOA Reflectance","https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC08_C01_T1_TOA","null","null","","global
    
      toa
    
      landsat
    
      usgs","Landsat 8 Collection 1 Tier 1
  calibrated top-of-atmosphere (TOA) reflectance.
  Calibration coefficients are extracted from the image metadata.  See
  Chander et al. (2009) for details on the TOA computation."
"1573166288-107","https://developers.google.com/earth-engine/datasets/catalog","PRISM Daily Spatial Climate Dataset AN81d","https://developers.google.com/earth-engine/datasets/catalog/OREGONSTATE_PRISM_AN81d","1981-01-01 - Present","PRISM / OREGONSTATE","http://www.prism.oregonstate.edu/","precipitation
    
      climate
    
      weather
    
      temperature
    
      geophysical
    
      vapor
    
      pressure
    
      monthly
    
      daily
    
      prism
    
      oregonstate","The PRISM daily and monthly datasets are gridded climate datasets for the conterminous United States, produced by the PRISM Climate Group at Oregon State University."
"1573166953-238","https://developers.google.com/earth-engine/datasets/catalog","USGS Landsat 7 Collection 1 Tier 2 Raw Scenes","https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C01_T2","null","USGS","http://landsat.usgs.gov/","global
    
      etm
    
      l7
    
      le7
    
      c1
    
      tier2
    
      t2
    
      radiance
    
      landsat
    
      usgs","Landsat 7 Collection 1 Tier 2 DN values, representing scaled, calibrated at-sensor radiance."
"1573166368-116","https://developers.google.com/earth-engine/datasets/catalog","NOAA NHC HURDAT2 Atlantic hurricane catalog","https://developers.google.com/earth-engine/datasets/catalog/NOAA_NHC_HURDAT2_atlantic","1851-06-25T00:00:00 - 2018-11-04T12:00:00","NOAA NHC","https://www.nhc.noaa.gov/data/","climate
    
      hurricane
    
      weather
    
      climate
    
      noaa
    
      nhc
    
      noaa","Hurricane best track database (HURDAT2)."
"1573167058-289","https://developers.google.com/earth-engine/datasets/catalog","EO-1 Hyperion Hyperspectral Imager","https://developers.google.com/earth-engine/datasets/catalog/EO1_HYPERION","2001-05-01T00:00:00 - 2017-03-13T00:00:00","USGS","http://eo1.usgs.gov/","hyperspectral
    
      usgs
    
      hyperion
    
      eo-1","Hyperion is a high resolution hyperspectral imager producing 220 unique
spectral channels ranging from 0.357 to 2.576 micrometers with a 10-nm
bandwidth. The instrument operates in a pushbroom fashion, with a spatial
resolution of 30 meters for all bands and a standard scene width of 7.7
kilometers."
"1573165889-24","https://developers.google.com/earth-engine/datasets/catalog","KBDI: Keetch-Byram Drought Index","https://developers.google.com/earth-engine/datasets/catalog/UTOKYO_WTLAB_KBDI_v1","null","Institute of Industrial Science, The University of Tokyo, Japan","http://wtlab.iis.u-tokyo.ac.jp/DMEWS/","kbdi
    
      drought
    
      rainfall
    
      lst-derived
    
      utokyo
    
      wtlab","Keetch-Byram Drought Index (KBDI) is a continuous reference scale for estimating the dryness of
the soil and duff layers. The index increases for each day without rain (the amount of increase
depends on the daily high temperature) and decreases when it rains. This system is based
primarily on recent rainfall patterns. It is a measure of meteorological drought; it reflects
water gain or loss within the soil."
"1573167160-338","https://developers.google.com/earth-engine/datasets/catalog","GPWv411: Land Area (Gridded Population of the World Version 4.11)","https://developers.google.com/earth-engine/datasets/catalog/CIESIN_GPWv411_GPW_Land_Area","2000-01-01T00:00:00 - 2020-01-01T00:00:00","CIESIN","http://sedac.ciesin.columbia.edu/data/collection/gpw-v4","population
    
      ciesin
    
      gpw","The Gridded Population of World Version 4 (GPWv4), Revision 11 models the distribution
of global human population for the years 2000, 2005, 2010, 2015, and 2020
on 30 arc-second (approximately 1km) grid cells. Population is distributed
to cells using proportional allocation of population from census and
administrative units. Population input data are collected at the most
detailed spatial resolution available from the results of the 2010 round of
censuses, which occurred between 2005 and 2014. The input data are
extrapolated to produce population estimates for each modeled year."
"1573167089-304","https://developers.google.com/earth-engine/datasets/catalog","Global ALOS Topographic Diversity","https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_Global_ALOS_topoDiversity","2006-01-24T00:00:00 - 2011-05-13T00:00:00","Conservation Science Partners","http://www.csp-inc.org/","landforms
    
      elevation
    
      slope
    
      aspect
    
      geophysical
    
      topography
    
      global
    
      csp
    
      ergo","Topographic diversity (D) is a surrogate variable that represents the
variety of temperature and moisture conditions available to species as local
habitats. It expresses the logic that a higher variety of topo-climate
niches should support higher diversity (especially plant) and support
species persistence given climatic change."
"1573166021-67","https://developers.google.com/earth-engine/datasets/catalog","TIGER: US Census States 2018","https://developers.google.com/earth-engine/datasets/catalog/TIGER_2018_States","2018-01-01T00:00:00 - 2019-01-01T00:00:00","United States Census Bureau","https://www.census.gov/geo/maps-data/data/tiger-data.html","us
    
      state
    
      states
    
      census
    
      tiger","The United States Census Bureau TIGER dataset contains the 2018 boundaries
for the primary governmental divisions of the United States. In addition
to the fifty states, the Census Bureau treats the District of Columbia,
Puerto Rico, and each of the island areas (American Samoa, the Commonwealth
of the Northern Mariana Islands, Guam, and the U.S. Virgin Islands) as the
statistical equivalents of States for the purpose of data presentation.
Each feature represents a state or state equivalent."
"1573167176-346","https://developers.google.com/earth-engine/datasets/catalog","ASTER L1T Radiance","https://developers.google.com/earth-engine/datasets/catalog/ASTER_AST_L1T_003","2000-03-04T00:00:00 - Present","NASA LP DAAC at the USGS EROS Center","https://doi.org/10.5067/ASTER/AST_L1T.003","vnir
    
      tir
    
      swir
    
      nir
    
      radiance
    
      thermal
    
      toa
    
      imagery
    
      eos
    
      terra
    
      aster
    
      usgs","The Advanced Spaceborne Thermal Emission and Reflection Radiometer (ASTER)
is a multispectral imager that was launched on board NASA's Terra spacecraft
in December, 1999. ASTER can collect data in 14 spectral bands from the
visible to the thermal infrared. Each scene covers an area of 60 x 60 km.
These scenes, produced by the USGS, contain calibrated at-sensor radiance,
ortho-rectified and terrain corrected."
"1573165911-35","https://developers.google.com/earth-engine/datasets/catalog","Landsat Image Mosaic of Antarctica (LIMA) 16-Bit Pan-sharpened Mosaic","https://developers.google.com/earth-engine/datasets/catalog/USGS_LIMA_MOSAIC","1999-06-30T00:00:00 - 2002-09-04T00:00:00","USGS","https://lima.usgs.gov/index.php","antarctica
    
      sr
    
      mosaic
    
      ice
    
      usgs
    
      lima
    
      landsat-derived","The Landsat Image Mosaic of Antarctica (LIMA) is a seamless
and virtually cloudless mosaic created from processed
Landsat 7 ETM+ scenes."
"1573166968-245","https://developers.google.com/earth-engine/datasets/catalog","USGS Landsat 8 Surface Reflectance Tier 2","https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC08_C01_T2_SR","null","USGS","https://landsat.usgs.gov/landsat-surface-reflectance-high-level-data-products","global
    
      sr
    
      reflectance
    
      l8sr
    
      cloud
    
      fmask
    
      cfmask
    
      lc08
    
      landsat
    
      usgs","This dataset is the atmospherically corrected
surface reflectance from  the Landsat 8 OLI/TIRS sensors.
These images contain 5 visible and near-infrared (VNIR) bands and
2 short-wave infrared (SWIR) bands processed to orthorectified surface
reflectance, and two thermal infrared (TIR) bands processed to orthorectified
brightness temperature"
"1573167102-310","https://developers.google.com/earth-engine/datasets/catalog","Sentinel-5P OFFL SO2: Offline Sulphur Dioxide","https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S5P_OFFL_L3_SO2","2018-12-05T11:53:01 - Present","European Union/ESA/Copernicus","https://sentinel.esa.int/web/sentinel/user-guides/sentinel-5p-tropomi","tropomi
    
      so2
    
      sulphur-dioxide
    
      sulfur-dioxide
    
      pollution
    
      air-quality
    
      eu
    
      esa
    
      copernicus
    
      sentinel
    
      s5p
    
      bira
    
      dlr","Sentinel-5 Precursor is a satellite launched on 13 October 2017
by the European Space Agency to monitor air pollution.  The onboard sensor
is frequently referred to as Tropomi (TROPOspheric Monitoring Instrument)."
"1573166864-195","https://developers.google.com/earth-engine/datasets/catalog","MOD13A2.006 Terra Vegetation Indices 16-Day Global 1km","https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MOD13A2","2000-02-18T00:00:00 - Present","NASA LP DAAC at the USGS EROS Center","https://doi.org/10.5067/MODIS/MOD13A2.006","vegetation
    
      ndvi
    
      evi
    
      modis
    
      mod13a2
    
      16-day
    
      global
    
      terra
    
      usgs
    
      nasa","The MOD13A2 V6 product provides two Vegetation Indices (VI): the Normalized
Difference Vegetation Index (NDVI) and the Enhanced Vegetation Index (EVI).
The NDVI is referred to as the continuity index to the existing National
Oceanic and Atmospheric Administration-Advanced Very High Resolution
Radiometer (NOAA-AVHRR) derived NDVI. The EVI has improved sensitivity over
high biomass regions."
"1573166054-71","https://developers.google.com/earth-engine/datasets/catalog","TIGER: US Census Counties 2016","https://developers.google.com/earth-engine/datasets/catalog/TIGER_2016_Counties","2016-01-01T00:00:00 - 2017-01-02T00:00:00","United States Census Bureau","https://www.census.gov/geo/maps-data/data/tiger-data.html","us
    
      counties
    
      county
    
      census
    
      tiger","The United States Census Bureau TIGER dataset contains the 2016 boundaries
for primary legal divisions of US states.  In most states, these entities
are termed ""counties"". In Louisiana, these divisions are known as
""parishes""."
"1573165858-9","https://developers.google.com/earth-engine/datasets/catalog","WWF HydroSHEDS Drainage Direction, 3 Arc-Seconds","https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_03DIR","2000-02-11T00:00:00 - 2000-02-22T00:00:00","WWF","http://www.hydrosheds.org/","geophysical
    
      drainage
    
      flow
    
      direction
    
      wwf
    
      hydrosheds
    
      water
    
      hydrology
    
      hydrography
    
      srtm","HydroSHEDS is a mapping product that provides hydrographic information for regional and global-scale applications in a consistent format. It offers a suite of geo-referenced datasets (vector and raster) at various scales, including river networks, watershed boundaries, drainage directions, and flow accumulations. HydroSHEDS is based on elevation data obtained in 2000 by NASA's Shuttle Radar Topography Mission (SRTM)."
"1573166158-87","https://developers.google.com/earth-engine/datasets/catalog","OpenLandMap Soil texture class (USDA system)","https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_SOL_SOL_TEXTURE-CLASS_USDA-TT_M_v02","1950-01-01T00:00:00 - 2018-01-01T00:00:00","EnvirometriX Ltd","https://doi.org/10.5281/zenodo.1475451","soil
    
      texture
    
      usda
    
      envirometrix
    
      openlandmap
    
      opengeohub","Soil texture classes (USDA system) for 6 soil depths (0, 10, 30, 60, 100 and 200 cm) at 250 m"
"1573166964-243","https://developers.google.com/earth-engine/datasets/catalog","USGS Landsat 7 Collection 1 Tier 1 Raw Scenes","https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C01_T1","null","USGS","http://landsat.usgs.gov/","global
    
      etm
    
      l7
    
      le7
    
      c1
    
      tier1
    
      t1
    
      radiance
    
      landsat
    
      usgs","Landsat 7 Collection 1 Tier 1 DN values, representing scaled, calibrated at-sensor radiance."
"1573167005-263","https://developers.google.com/earth-engine/datasets/catalog","GHSL: Global Human Settlement Layers, Built-Up Grid 1975-1990-2000-2015 (P2016)","https://developers.google.com/earth-engine/datasets/catalog/JRC_GHSL_P2016_BUILT_LDSMT_GLOBE_V1","1975-01-01T00:00:00 - 2014-12-31T00:00:00","EC JRC","http://ghsl.jrc.ec.europa.eu/index.php","built
    
      builtup
    
      landsat-derived
    
      multitemporal
    
      jrc","The GHSL relies on the design and implementation of new spatial data mining
technologies allowing to automatically process and extract analytics and
knowledge from large amount of heterogeneous data including: global,
fine-scale satellite image data streams, census data, and crowd sources or
volunteered geographic information sources."
"1573167044-282","https://developers.google.com/earth-engine/datasets/catalog","GLCF: Landsat Tree Cover Continuous Fields","https://developers.google.com/earth-engine/datasets/catalog/GLCF_GLS_TCC","2000-01-01T00:00:00 - 2010-12-31T00:00:00","GLCF","http://lcluc.umd.edu/metadata/global-30m-landsat-tree-canopy-version-4","forest
    
      landsat-derived
    
      glcf
    
      umd
    
      nasa","The Landsat Vegetation Continuous Fields (VCF) tree cover layers contain
estimates of the percentage of horizontal ground in each 30-m pixel covered
by woody vegetation greater than 5 meters in height. The data represent
three nominal epochs, 2000, 2005 and 2010, compiled from the NASA/USGS
Global Land Survey (GLS) collection of Landsat data. The product is derived
from all seven bands of Landsat-5 Thematic Mapper (TM) and/or Landsat-7
Enhanced Thematic Mapper Plus (ETM+), depending on the GLS image selection."
"1573166232-95","https://developers.google.com/earth-engine/datasets/catalog","OpenLandMap Potential FAPAR monthly","https://developers.google.com/earth-engine/datasets/catalog/OpenLandMap_PNV_PNV_FAPAR_PROBA-V_D_v01","2001-01-01T00:00:00 - 2002-01-01T00:00:00","EnvirometriX Ltd","http://dx.doi.org/10.7910/DVN/QQHCIK","fapar
    
      monthly
    
      potential
    
      envirometrix
    
      openlandmap
    
      opengeohub","Potential Natural Vegetation FAPAR predicted monthly median (based on PROB-V FAPAR 2014-2017).
Description."
"1573166872-199","https://developers.google.com/earth-engine/datasets/catalog","MOD10A1.006 Terra Snow Cover Daily Global 500m","https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MOD10A1","2000-02-24T00:00:00 - Present","NSIDC","http://nsidc.org/data/mod10a1","snow
    
      albedo
    
      geophysical
    
      modis
    
      mod10a1
    
      daily
    
      global
    
      nsidc
    
      nasa
    
      terra","The MOD10A1 V6 Snow Cover Daily Global 500m product contains snow cover, snow albedo, fractional snow cover, and quality assessment (QA) data. Snow cover data are based on a snow mapping algorithm that employs a Normalized Difference Snow Index (NDSI) and other criteria tests."
"1573165905-32","https://developers.google.com/earth-engine/datasets/catalog","NLCD: USGS National Land Cover Database","https://developers.google.com/earth-engine/datasets/catalog/USGS_NLCD","1992-01-01T00:00:00 - 2017-01-01T00:00:00","USGS","http://www.mrlc.gov/","landcover
    
      shrub
    
      shrubland
    
      mrlc
    
      nlcd
    
      usgs
    
      blm","NLCD (the National Land Cover Database) is a 30-m Landsat-based land cover
database spanning 8 epochs (1992, 2001, 2004, 2006, 2008, 2011, 2013 and 2016).
1992 data are primarily based on unsupervised classification of Landsat data,
while the rest of the images rely on the imperviousness data layer for the
urban classes and on a decision-tree classification for the rest. The 1992
image is not directly comparable to any later editions of NLCD."
"1573166423-122","https://developers.google.com/earth-engine/datasets/catalog","DMSP OLS: Global Radiance-Calibrated Nighttime Lights Version 4, Defense Meteorological Program Operational Linescan System","https://developers.google.com/earth-engine/datasets/catalog/NOAA_DMSP-OLS_CALIBRATED_LIGHTS_V4","1996-03-16T00:00:00 - 2011-07-31T00:00:00","NOAA","http://ngdc.noaa.gov/eog/dmsp/download_radcal.html","nighttime
    
      visible
    
      lights
    
      imagery
    
      calibrated
    
      radiance
    
      noaa
    
      dmsp
    
      ols
    
      yearly","The Defense Meteorological Program (DMSP) Operational Line-Scan System
(OLS) has a unique capability to detect visible and near-infrared (VNIR)
emission sources at night."
